Report Date,Borough,Community District,Census Type,Adult Family Commercial Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Commercial Hotel,Family Cluster,Family with Children Commercial Hotel,Family with Children Shelter
10/31/18,Brooklyn,3,Individuals,,,549,,249,203,652
10/31/18,Brooklyn,4,Individuals,,,369,62,53,180,811
10/31/18,Brooklyn,5,Individuals,,,867,262,,269,858
10/31/18,Brooklyn,6,Individuals,,,100,286,,,
10/31/18,Brooklyn,7,Individuals,,,188,87,,527,13
10/31/18,Brooklyn,8,Individuals,,66,520,,37,118,517
10/31/18,Brooklyn,9,Individuals,,,359,,20,,426
10/31/18,Brooklyn,10,Individuals,,,,,,,
10/31/18,Brooklyn,11,Individuals,,,,,,,
10/31/18,Brooklyn,12,Individuals,,,,,,,155
10/31/18,Brooklyn,13,Individuals,,,,,,63,
10/31/18,Brooklyn,14,Individuals,,,,,,,96
10/31/18,Brooklyn,15,Individuals,,,,,,,213
10/31/18,Brooklyn,16,Individuals,,,650,119,23,381,2584
10/31/18,Brooklyn,17,Individuals,,,,137,,,866
10/31/18,Brooklyn,18,Individuals,,374,,,,,875
10/31/18,Manhattan,1,Individuals,,,,,,144,
10/31/18,Manhattan,2,Individuals,,,,,,,
10/31/18,Manhattan,3,Individuals,,,890,245,35,221,372
10/31/18,Manhattan,4,Individuals,,299,268,,,605,
10/31/18,Manhattan,5,Individuals,,297,,,,1900,353
10/31/18,Manhattan,6,Individuals,,,968,,,,
10/31/18,Manhattan,7,Individuals,,188,311,,,118,599
10/31/18,Manhattan,8,Individuals,,,80,,,,
10/31/18,Manhattan,9,Individuals,,74,,,55,,769
10/31/18,Manhattan,10,Individuals,,407,568,,44,,872
10/31/18,Manhattan,11,Individuals,,,1289,,244,,663
10/31/18,Manhattan,12,Individuals,,,291,,,109,
10/31/18,Queens,1,Individuals,,,200,,,258,356
10/31/18,Queens,2,Individuals,,260,,,,557,229
10/31/18,Queens,3,Individuals,,,,91,,,864
10/31/18,Queens,4,Individuals,,,,134,,119,394
10/31/18,Queens,5,Individuals,,,,109,,,
10/31/18,Queens,6,Individuals,,,,,,,
10/31/18,Queens,7,Individuals,,,100,,,146,
10/31/18,Queens,8,Individuals,,,,,,,323
10/31/18,Queens,9,Individuals,,,,,,244,
10/31/18,Queens,10,Individuals,393,,174,62,,439,
10/31/18,Queens,11,Individuals,,,,,,,
10/31/18,Queens,12,Individuals,,277,349,963,,800,1046
10/31/18,Queens,13,Individuals,,,,480,,329,826
10/31/18,Queens,14,Individuals,,289,,,,164,58
10/31/18,Staten Island,1,Individuals,,,,,,,134
10/31/18,Staten Island,2,Individuals,,,,,,,
10/31/18,Staten Island,3,Individuals,,,,,,,
11/30/18,Bronx,1,Individuals,,184,224,,169,87,1253
11/30/18,Bronx,2,Individuals,,198,,,258,,963
11/30/18,Bronx,3,Individuals,,174,416,,261,295,1393
11/30/18,Bronx,4,Individuals,,,438,74,1586,,1937
11/30/18,Bronx,5,Individuals,,279,496,,926,,1049
11/30/18,Bronx,6,Individuals,,104,112,87,532,,2253
11/30/18,Bronx,7,Individuals,,114,628,,411,,331
11/30/18,Bronx,8,Individuals,,,,,,,251
11/30/18,Bronx,9,Individuals,,,100,,509,,228
11/30/18,Bronx,10,Individuals,,,,,,,593
11/30/18,Bronx,11,Individuals,,,,,,,
11/30/18,Bronx,12,Individuals,,,108,,268,,300
11/30/18,Brooklyn,1,Individuals,,164,660,,,103,
11/30/18,Brooklyn,2,Individuals,,197,378,,,,75
11/30/18,Brooklyn,3,Individuals,,,561,,246,187,678
11/30/18,Brooklyn,4,Individuals,,,366,63,63,166,821
11/30/18,Brooklyn,5,Individuals,,,889,254,,265,862
6/30/20,Queens,9,Individuals,,,,,,,
11/30/18,Brooklyn,6,Individuals,,,99,281,,,
11/30/18,Brooklyn,7,Individuals,,,185,87,,506,13
11/30/18,Brooklyn,8,Individuals,,58,525,,40,113,512
11/30/18,Brooklyn,9,Individuals,,,360,,27,,424
11/30/18,Brooklyn,10,Individuals,,,,,,,
11/30/18,Brooklyn,11,Individuals,,,,,,,
11/30/18,Brooklyn,12,Individuals,,,,,,,156
11/30/18,Brooklyn,13,Individuals,,,,,,76,
11/30/18,Brooklyn,14,Individuals,,,,,,,97
11/30/18,Brooklyn,15,Individuals,,,,,,,224
11/30/18,Brooklyn,16,Individuals,,,661,117,24,393,2557
11/30/18,Brooklyn,17,Individuals,,,,137,,,886
11/30/18,Brooklyn,18,Individuals,,363,,,,,864
11/30/18,Manhattan,1,Individuals,,,,,,119,
11/30/18,Manhattan,2,Individuals,,,,,,,
11/30/18,Manhattan,3,Individuals,,,886,243,32,226,376
11/30/18,Manhattan,4,Individuals,,303,267,,,608,
11/30/18,Manhattan,5,Individuals,,291,,,,1841,353
11/30/18,Manhattan,6,Individuals,,,969,,,,
11/30/18,Manhattan,7,Individuals,,144,312,,,109,589
11/30/18,Manhattan,8,Individuals,,,78,,,,
11/30/18,Manhattan,9,Individuals,,76,,,52,,767
11/30/18,Manhattan,10,Individuals,,401,565,,50,,876
11/30/18,Manhattan,11,Individuals,,,1335,,260,,674
11/30/18,Manhattan,12,Individuals,,,289,,,120,
11/30/18,Queens,1,Individuals,,,198,,,237,343
11/30/18,Queens,2,Individuals,,284,,,,578,218
11/30/18,Queens,3,Individuals,,,,91,,,862
11/30/18,Queens,4,Individuals,,,,248,,114,408
11/30/18,Queens,5,Individuals,,,,110,,,
11/30/18,Queens,6,Individuals,,,,,,,
11/30/18,Queens,7,Individuals,,,101,,,142,
11/30/18,Queens,8,Individuals,,,,,,,322
11/30/18,Queens,9,Individuals,,,,,,262,
11/30/18,Queens,10,Individuals,385,,172,53,,416,
11/30/18,Queens,11,Individuals,,,,,,,
11/30/18,Queens,12,Individuals,,284,347,946,,763,1033
11/30/18,Queens,13,Individuals,,,,492,,252,822
11/30/18,Queens,14,Individuals,,318,,,,142,133
11/30/18,Staten Island,1,Individuals,,,,,,,134
11/30/18,Staten Island,2,Individuals,,,,,,,
11/30/18,Staten Island,3,Individuals,,,,,,,
12/31/18,Bronx,1,Individuals,,174,218,,174,87,1246
12/31/18,Bronx,2,Individuals,,193,,,264,,958
12/31/18,Bronx,3,Individuals,,243,369,,262,298,1404
12/31/18,Bronx,4,Individuals,,,426,76,1514,,1974
12/31/18,Bronx,5,Individuals,,279,498,,903,,1041
12/31/18,Bronx,6,Individuals,,100,113,87,522,,2260
12/31/18,Bronx,7,Individuals,,115,615,,392,,321
12/31/18,Bronx,8,Individuals,,,,,,,255
12/31/18,Bronx,9,Individuals,,,100,,489,,221
12/31/18,Bronx,10,Individuals,,,,,,,600
12/31/18,Bronx,11,Individuals,,,,,,,
12/31/18,Bronx,12,Individuals,,,107,,252,,289
12/31/18,Brooklyn,1,Individuals,,160,684,,,106,
12/31/18,Brooklyn,2,Individuals,,180,370,,,,73
12/31/18,Brooklyn,3,Individuals,,,568,,255,188,667
12/31/18,Brooklyn,4,Individuals,,,368,64,60,161,822
12/31/18,Brooklyn,5,Individuals,,,937,259,,266,840
12/31/18,Brooklyn,6,Individuals,,,100,375,,,
12/31/18,Brooklyn,7,Individuals,,,184,86,,523,10
12/31/18,Brooklyn,8,Individuals,,66,529,35,31,,513
12/31/18,Brooklyn,9,Individuals,,,360,,25,,408
12/31/18,Brooklyn,10,Individuals,,,,,,,
12/31/18,Brooklyn,11,Individuals,,,,,,,
12/31/18,Brooklyn,12,Individuals,,,,,,,155
12/31/18,Brooklyn,13,Individuals,,,,,,71,
12/31/18,Brooklyn,14,Individuals,,,,,,,96
12/31/18,Brooklyn,15,Individuals,,,,,,,221
12/31/18,Brooklyn,16,Individuals,,,652,116,24,384,2530
12/31/18,Brooklyn,17,Individuals,,,,136,,,898
12/31/18,Brooklyn,18,Individuals,,363,,,,,848
12/31/18,Manhattan,1,Individuals,,,,,,134,
12/31/18,Manhattan,2,Individuals,,,,,,,
12/31/18,Manhattan,3,Individuals,,,886,242,33,223,366
12/31/18,Manhattan,4,Individuals,,304,265,,,640,
12/31/18,Manhattan,5,Individuals,,320,,,,1861,345
12/31/18,Manhattan,6,Individuals,,,887,,,,
12/31/18,Manhattan,7,Individuals,,26,310,,,112,597
12/31/18,Manhattan,8,Individuals,,,79,,,,
12/31/18,Manhattan,9,Individuals,,78,,,52,,761
12/31/18,Manhattan,10,Individuals,,411,564,,50,,869
12/31/18,Manhattan,11,Individuals,,,1349,,268,,672
12/31/18,Manhattan,12,Individuals,,,285,,,119,
12/31/18,Queens,1,Individuals,,,192,,,213,360
12/31/18,Queens,2,Individuals,,311,,,,573,238
12/31/18,Queens,3,Individuals,,,,90,,,846
12/31/18,Queens,4,Individuals,,,,129,,113,385
12/31/18,Queens,5,Individuals,,,,110,,,
12/31/18,Queens,6,Individuals,,,,,,,
12/31/18,Queens,7,Individuals,,,101,,,136,
12/31/18,Queens,8,Individuals,,,,,,,322
12/31/18,Queens,9,Individuals,,,,,,259,
12/31/18,Queens,10,Individuals,364,,172,61,,422,
12/31/18,Queens,11,Individuals,,,,,,,
12/31/18,Queens,12,Individuals,,284,349,966,,787,1035
12/31/18,Queens,13,Individuals,,,,556,,242,826
12/31/18,Queens,14,Individuals,,315,,,,125,155
12/31/18,Staten Island,1,Individuals,,,,,,,137
12/31/18,Staten Island,2,Individuals,,,,,,,
12/31/18,Staten Island,3,Individuals,,,,,,,
1/31/19,Bronx,1,Individuals,,177,220,,172,84,1271
1/31/19,Bronx,2,Individuals,,198,,,249,,901
1/31/19,Bronx,3,Individuals,,252,392,,196,292,1412
1/31/19,Bronx,4,Individuals,,,425,76,1502,,1969
1/31/19,Bronx,5,Individuals,,275,497,,913,,1056
1/31/19,Bronx,6,Individuals,,102,124,90,507,,2318
1/31/19,Bronx,7,Individuals,,111,627,,368,,326
1/31/19,Bronx,8,Individuals,,,,,,,246
1/31/19,Bronx,9,Individuals,,,101,,505,,226
1/31/19,Bronx,10,Individuals,,,,,,,596
1/31/19,Bronx,11,Individuals,,,,,,,
1/31/19,Bronx,12,Individuals,,,108,,177,,292
1/31/19,Brooklyn,1,Individuals,,155,691,,,99,
1/31/19,Brooklyn,2,Individuals,,192,379,,,,72
1/31/19,Brooklyn,3,Individuals,,,567,,258,211,677
1/31/19,Brooklyn,4,Individuals,,,369,63,67,174,834
1/31/19,Brooklyn,5,Individuals,,,983,258,,270,847
1/31/19,Brooklyn,6,Individuals,,,100,429,,,
1/31/19,Brooklyn,7,Individuals,,,181,103,,534,12
1/31/19,Brooklyn,8,Individuals,,64,576,83,31,,514
1/31/19,Brooklyn,9,Individuals,,,358,,23,,415
1/31/19,Brooklyn,10,Individuals,,,,,,,
1/31/19,Brooklyn,11,Individuals,,,,,,,
1/31/19,Brooklyn,12,Individuals,,,,,,,150
1/31/19,Brooklyn,13,Individuals,,,,,,74,
1/31/19,Brooklyn,14,Individuals,,,,,,,98
1/31/19,Brooklyn,15,Individuals,,,,,,,213
1/31/19,Brooklyn,16,Individuals,,,664,117,24,397,2556
1/31/19,Brooklyn,17,Individuals,,,,138,,,904
1/31/19,Brooklyn,18,Individuals,,365,,,,,867
1/31/19,Manhattan,1,Individuals,,,,,,145,
1/31/19,Manhattan,2,Individuals,,,,,,,
1/31/19,Manhattan,3,Individuals,,,877,242,33,226,375
1/31/19,Manhattan,4,Individuals,,,265,,,649,
1/31/19,Manhattan,5,Individuals,,308,,,,2055,357
1/31/19,Manhattan,6,Individuals,,322,930,,,,
1/31/19,Manhattan,7,Individuals,,,311,,,113,588
1/31/19,Manhattan,8,Individuals,,34,79,,,,
1/31/19,Manhattan,9,Individuals,,,,,54,2,791
1/31/19,Manhattan,10,Individuals,,78,559,,49,,841
1/31/19,Manhattan,11,Individuals,,411,1370,,280,,670
1/31/19,Manhattan,12,Individuals,,,292,,,113,
1/31/19,Queens,1,Individuals,,,199,,,268,393
1/31/19,Queens,2,Individuals,,301,,,,585,234
1/31/19,Queens,3,Individuals,,,,89,,,850
1/31/19,Queens,4,Individuals,,,,157,,124,411
1/31/19,Queens,5,Individuals,,,,110,,,
1/31/19,Queens,6,Individuals,,,,,,,
1/31/19,Queens,7,Individuals,,,100,,,156,
1/31/19,Queens,8,Individuals,,,,,,,325
1/31/19,Queens,9,Individuals,,,,,,158,
1/31/19,Queens,10,Individuals,369,,174,63,,434,
1/31/19,Queens,11,Individuals,,,,,,,
1/31/19,Queens,12,Individuals,,282,344,1053,,668,1022
1/31/19,Queens,13,Individuals,,,,566,,243,829
1/31/19,Queens,14,Individuals,,304,,,,160,163
1/31/19,Staten Island,1,Individuals,,,,,,,142
1/31/19,Staten Island,2,Individuals,,,,,,,
1/31/19,Staten Island,3,Individuals,,,,,,,
4/30/19,Bronx,1,Individuals,,179,214,,167,87,1271
4/30/19,Bronx,2,Individuals,,185,,,236,,786
4/30/19,Bronx,3,Individuals,,283,455,,144,279,1379
4/30/19,Bronx,4,Individuals,,,440,76,1357,,1975
4/30/19,Bronx,5,Individuals,,273,493,,894,,1056
4/30/19,Bronx,6,Individuals,,84,125,89,404,,2212
4/30/19,Bronx,7,Individuals,,111,623,,240,,312
4/30/19,Bronx,8,Individuals,,,,,,,250
4/30/19,Bronx,9,Individuals,,,101,,475,,219
4/30/19,Bronx,10,Individuals,,,,,,,598
4/30/19,Bronx,11,Individuals,,,,,,,
4/30/19,Bronx,12,Individuals,,,105,,,,277
4/30/19,Brooklyn,1,Individuals,,152,673,,,91,
4/30/19,Brooklyn,2,Individuals,,189,383,,,,76
4/30/19,Brooklyn,3,Individuals,,,569,,245,187,670
4/30/19,Brooklyn,4,Individuals,,,362,61,52,159,828
4/30/19,Brooklyn,5,Individuals,,,925,256,,261,856
4/30/19,Brooklyn,6,Individuals,,,100,427,,,
4/30/19,Brooklyn,7,Individuals,,,189,101,,470,12
4/30/19,Brooklyn,8,Individuals,,66,493,90,,,502
4/30/19,Brooklyn,9,Individuals,,,366,,,,414
4/30/19,Brooklyn,10,Individuals,,,,,,,
4/30/19,Brooklyn,11,Individuals,,,,,,,
4/30/19,Brooklyn,12,Individuals,,,,,,,146
4/30/19,Brooklyn,13,Individuals,,,,,,79,
4/30/19,Brooklyn,14,Individuals,,,,,,,96
4/30/19,Brooklyn,15,Individuals,,,,,,,207
4/30/19,Brooklyn,16,Individuals,,,658,114,,377,2543
4/30/19,Brooklyn,17,Individuals,,,,135,,,892
4/30/19,Brooklyn,18,Individuals,,367,,,,,835
4/30/19,Manhattan,1,Individuals,,,,,,138,
4/30/19,Manhattan,2,Individuals,,,,,,,
4/30/19,Manhattan,3,Individuals,,,906,233,31,163,370
4/30/19,Manhattan,4,Individuals,,299,265,,,601,
4/30/19,Manhattan,5,Individuals,,311,,,,1710,349
4/30/19,Manhattan,6,Individuals,,,952,,,,
4/30/19,Manhattan,7,Individuals,,96,212,,,,610
4/30/19,Manhattan,8,Individuals,,,80,,,,
4/30/19,Manhattan,9,Individuals,,81,,,55,,754
4/30/19,Manhattan,10,Individuals,,403,553,,53,,825
4/30/19,Manhattan,11,Individuals,,,1375,,267,,684
4/30/19,Manhattan,12,Individuals,,,289,,,111,
4/30/19,Queens,1,Individuals,,,193,,,222,377
4/30/19,Queens,2,Individuals,,261,,,,547,237
4/30/19,Queens,3,Individuals,,,,90,,,835
4/30/19,Queens,4,Individuals,,,,160,,80,396
4/30/19,Queens,5,Individuals,,,,110,,,
4/30/19,Queens,6,Individuals,,,,,,,
4/30/19,Queens,7,Individuals,,,99,,,124,
4/30/19,Queens,8,Individuals,,,,,,,313
4/30/19,Queens,9,Individuals,,,75,,,,
4/30/19,Queens,10,Individuals,342,,274,60,,390,
4/30/19,Queens,11,Individuals,,,,,,,
4/30/19,Queens,12,Individuals,,276,332,1089,,602,1040
4/30/19,Queens,13,Individuals,,,,554,,222,781
4/30/19,Queens,14,Individuals,,285,,,,142,165
4/30/19,Staten Island,1,Individuals,,,,,,,135
4/30/19,Staten Island,2,Individuals,,,,,,,
4/30/19,Staten Island,3,Individuals,,,,,,,
5/31/19,Bronx,1,Individuals,,179,217,,169,76,1276
5/31/19,Bronx,2,Individuals,,184,,,250,,787
5/31/19,Bronx,3,Individuals,,312,472,,143,277,1360
5/31/19,Bronx,4,Individuals,,,412,74,1194,,2105
5/31/19,Bronx,5,Individuals,,247,493,,893,,1059
5/31/19,Bronx,6,Individuals,,88,99,91,403,,2260
5/31/19,Bronx,7,Individuals,,114,616,,256,,319
5/31/19,Bronx,8,Individuals,,,,,,,247
5/31/19,Bronx,9,Individuals,,,100,,463,,213
5/31/19,Bronx,10,Individuals,,,,,,,603
5/31/19,Bronx,11,Individuals,,,,,,,
5/31/19,Bronx,12,Individuals,,,106,,,,287
5/31/19,Brooklyn,1,Individuals,,125,649,,,75,
5/31/19,Brooklyn,2,Individuals,,194,375,,,,72
5/31/19,Brooklyn,3,Individuals,,,545,,244,176,655
5/31/19,Brooklyn,4,Individuals,,,359,57,60,161,838
5/31/19,Brooklyn,5,Individuals,,,869,249,,264,860
5/31/19,Brooklyn,6,Individuals,,,97,422,,,
5/31/19,Brooklyn,7,Individuals,,,181,99,,478,10
5/31/19,Brooklyn,8,Individuals,,64,495,86,,,515
5/31/19,Brooklyn,9,Individuals,,,358,,,,422
5/31/19,Brooklyn,10,Individuals,,,,,,,
5/31/19,Brooklyn,11,Individuals,,,,,,,
5/31/19,Brooklyn,12,Individuals,,,,,,,118
5/31/19,Brooklyn,13,Individuals,,,,,,87,
5/31/19,Brooklyn,14,Individuals,,,,,,,89
5/31/19,Brooklyn,15,Individuals,,,,,,,214
5/31/19,Brooklyn,16,Individuals,,,656,107,,334,2498
5/31/19,Brooklyn,17,Individuals,,,,135,,,890
5/31/19,Brooklyn,18,Individuals,,356,,,,,830
5/31/19,Manhattan,1,Individuals,,,,,,127,
5/31/19,Manhattan,2,Individuals,,,,,,,
5/31/19,Manhattan,3,Individuals,,,862,224,32,148,376
5/31/19,Manhattan,4,Individuals,,290,265,,,576,
5/31/19,Manhattan,5,Individuals,,297,,,,1619,341
5/31/19,Manhattan,6,Individuals,,,859,,,,
5/31/19,Manhattan,7,Individuals,,224,212,,,,614
5/31/19,Manhattan,8,Individuals,,,79,,,,
5/31/19,Manhattan,9,Individuals,,50,,,55,,773
5/31/19,Manhattan,10,Individuals,,412,560,,44,,834
5/31/19,Manhattan,11,Individuals,,,1260,,267,,666
5/31/19,Manhattan,12,Individuals,,,285,,,112,
5/31/19,Queens,1,Individuals,,,197,,,187,363
5/31/19,Queens,2,Individuals,,290,,,,466,227
5/31/19,Queens,3,Individuals,,,,89,,,822
5/31/19,Queens,4,Individuals,,,,163,,71,386
5/31/19,Queens,5,Individuals,,,,108,,,
5/31/19,Queens,6,Individuals,,,,,,,
5/31/19,Queens,7,Individuals,,,101,,,122,
5/31/19,Queens,8,Individuals,,,,,,,310
5/31/19,Queens,9,Individuals,,,93,,,,
5/31/19,Queens,10,Individuals,319,,269,58,,359,
5/31/19,Queens,11,Individuals,,,,,,,
5/31/19,Queens,12,Individuals,,276,327,1056,,573,1006
5/31/19,Queens,13,Individuals,,,,554,,221,814
5/31/19,Queens,14,Individuals,,294,,,,132,179
5/31/19,Staten Island,1,Individuals,,,,,,,127
5/31/19,Staten Island,2,Individuals,,,,,,,
5/31/19,Staten Island,3,Individuals,,,,,,,
6/30/19,Bronx,1,Individuals,,183,217,,165,66,1256
6/30/19,Bronx,2,Individuals,,199,,,244,,795
6/30/19,Bronx,3,Individuals,,316,460,,145,278,1383
6/30/19,Bronx,4,Individuals,,,433,71,1222,,2086
6/30/19,Bronx,5,Individuals,,245,495,,901,,1089
6/30/19,Bronx,6,Individuals,,84,91,84,379,,2273
6/30/19,Bronx,7,Individuals,,111,614,,264,,316
6/30/19,Bronx,8,Individuals,,,,,,,264
6/30/19,Bronx,9,Individuals,,,101,,490,,209
6/30/19,Bronx,10,Individuals,,,,,,,598
6/30/19,Bronx,11,Individuals,,,,,,,
6/30/19,Bronx,12,Individuals,,,106,,,,284
6/30/19,Brooklyn,1,Individuals,,155,635,,,82,
6/30/19,Brooklyn,2,Individuals,,166,375,,,,71
6/30/19,Brooklyn,3,Individuals,,,561,,244,177,652
6/30/19,Brooklyn,4,Individuals,,,367,60,56,153,828
6/30/19,Brooklyn,5,Individuals,,,891,243,,237,807
6/30/19,Brooklyn,6,Individuals,,,94,420,,,
6/30/19,Brooklyn,7,Individuals,,,185,100,,475,10
6/30/19,Brooklyn,8,Individuals,,62,435,90,,,461
6/30/19,Brooklyn,9,Individuals,,,355,,,,417
6/30/19,Brooklyn,10,Individuals,,,,,,,
6/30/19,Brooklyn,11,Individuals,,,,,,,
6/30/19,Brooklyn,12,Individuals,,,,,,,120
6/30/19,Brooklyn,13,Individuals,,,,,,117,
6/30/19,Brooklyn,14,Individuals,,,,,,,97
6/30/19,Brooklyn,15,Individuals,,,,,,,209
6/30/19,Brooklyn,16,Individuals,,,653,105,,352,2542
6/30/19,Brooklyn,17,Individuals,,,,136,,,882
6/30/19,Brooklyn,18,Individuals,,361,,,,,831
6/30/19,Manhattan,1,Individuals,,,,,,128,
6/30/19,Manhattan,2,Individuals,,,,,,,
6/30/19,Manhattan,3,Individuals,,,891,234,36,152,387
6/30/19,Manhattan,4,Individuals,,249,261,,,564,
6/30/19,Manhattan,5,Individuals,,330,,,,1712,346
6/30/19,Manhattan,6,Individuals,,,856,,,,
6/30/19,Manhattan,7,Individuals,,195,311,,,,588
6/30/19,Manhattan,8,Individuals,,,79,,,,
6/30/19,Manhattan,9,Individuals,,45,,,50,,766
6/30/19,Manhattan,10,Individuals,,394,558,,42,,861
6/30/19,Manhattan,11,Individuals,,,1335,,270,,633
6/30/19,Manhattan,12,Individuals,,,282,,,93,
6/30/19,Queens,1,Individuals,,,197,,,187,378
6/30/19,Queens,2,Individuals,,302,,,,494,217
6/30/19,Queens,3,Individuals,,,,82,,,858
6/30/19,Queens,4,Individuals,,,,164,,76,378
6/30/19,Queens,5,Individuals,,,,62,,,
6/30/19,Queens,6,Individuals,,,,,,,
6/30/19,Queens,7,Individuals,,,98,,,128,
6/30/19,Queens,8,Individuals,,,,,,,309
6/30/19,Queens,9,Individuals,,,92,,,,
6/30/19,Queens,10,Individuals,317,,168,60,,341,
6/30/19,Queens,11,Individuals,,,,,,,
6/30/19,Queens,12,Individuals,,280,332,1076,,541,1003
6/30/19,Queens,13,Individuals,,,,550,,198,824
6/30/19,Queens,14,Individuals,,320,,,,128,180
6/30/19,Staten Island,1,Individuals,,,,,,,136
6/30/19,Staten Island,2,Individuals,,,,,,,
6/30/19,Staten Island,3,Individuals,,,,,,,
8/31/19,Bronx,1,Individuals,,180,220,,167,77,1269
8/31/19,Bronx,2,Individuals,,196,,,248,,802
8/31/19,Bronx,3,Individuals,,332,518,,151,282,1386
8/31/19,Bronx,4,Individuals,,,439,73,1207,,2031
8/31/19,Bronx,5,Individuals,,240,496,,888,,1084
8/31/19,Bronx,6,Individuals,,64,108,86,335,,2253
8/31/19,Bronx,7,Individuals,,109,622,,254,,313
8/31/19,Bronx,8,Individuals,,,,,,,245
8/31/19,Bronx,9,Individuals,,,101,,465,,217
8/31/19,Bronx,10,Individuals,,,,,,,581
8/31/19,Bronx,11,Individuals,,,,,,,
8/31/19,Bronx,12,Individuals,,,105,,,,281
8/31/19,Brooklyn,1,Individuals,,158,668,,,103,
8/31/19,Brooklyn,2,Individuals,,193,377,,,,64
8/31/19,Brooklyn,3,Individuals,,,564,,238,201,645
8/31/19,Brooklyn,4,Individuals,,,391,55,63,161,836
8/31/19,Brooklyn,5,Individuals,,,920,246,,269,832
8/31/19,Brooklyn,6,Individuals,,,97,419,,,
8/31/19,Brooklyn,7,Individuals,,,187,99,,579,10
8/31/19,Brooklyn,8,Individuals,,56,464,85,,,494
8/31/19,Brooklyn,9,Individuals,,,360,,,,428
8/31/19,Brooklyn,10,Individuals,,,,,,,
8/31/19,Brooklyn,11,Individuals,,,,,,,
8/31/19,Brooklyn,12,Individuals,,,23,,,,127
8/31/19,Brooklyn,13,Individuals,,,,,,129,
8/31/19,Brooklyn,14,Individuals,,,,,,,99
8/31/19,Brooklyn,15,Individuals,,,,,,,206
8/31/19,Brooklyn,16,Individuals,,,650,104,,388,2567
8/31/19,Brooklyn,17,Individuals,,,,134,,,878
8/31/19,Brooklyn,18,Individuals,,363,,,,,844
8/31/19,Manhattan,1,Individuals,,,,,,133,
8/31/19,Manhattan,2,Individuals,,,,,,,
8/31/19,Manhattan,3,Individuals,,,765,238,32,141,361
8/31/19,Manhattan,4,Individuals,,255,305,,,617,
8/31/19,Manhattan,5,Individuals,,325,,,,1967,335
8/31/19,Manhattan,6,Individuals,,,807,,,,
8/31/19,Manhattan,7,Individuals,,194,309,,,,601
8/31/19,Manhattan,8,Individuals,,,80,,,,
8/31/19,Manhattan,9,Individuals,,,,,51,,774
8/31/19,Manhattan,10,Individuals,,376,554,,55,,836
8/31/19,Manhattan,11,Individuals,,,1350,,272,,647
8/31/19,Manhattan,12,Individuals,,,284,,,118,
8/31/19,Queens,1,Individuals,,,200,,,256,383
8/31/19,Queens,2,Individuals,,258,,,,602,235
8/31/19,Queens,3,Individuals,,,,84,,,842
8/31/19,Queens,4,Individuals,,,,164,,107,446
8/31/19,Queens,5,Individuals,,,,,,,
8/31/19,Queens,6,Individuals,,,,,,,
8/31/19,Queens,7,Individuals,,,97,,,140,
8/31/19,Queens,8,Individuals,,,,,,,306
8/31/19,Queens,9,Individuals,,,107,,,,
8/31/19,Queens,10,Individuals,332,,163,58,,442,
8/31/19,Queens,11,Individuals,,,,,,,
8/31/19,Queens,12,Individuals,,269,341,1059,,477,1046
8/31/19,Queens,13,Individuals,,,,558,,254,846
8/31/19,Queens,14,Individuals,,311,,,,185,179
8/31/19,Staten Island,1,Individuals,,,,,,,139
8/31/19,Staten Island,2,Individuals,,,,,,,
8/31/19,Staten Island,3,Individuals,,,,,,,
9/30/19,Bronx,1,Individuals,,187,222,,159,84,1264
9/30/19,Bronx,2,Individuals,,197,,,229,,811
9/30/19,Bronx,3,Individuals,,338,588,,150,276,1389
9/30/19,Bronx,4,Individuals,,,425,72,1065,,2044
9/30/19,Bronx,5,Individuals,,238,494,,913,,1089
9/30/19,Bronx,6,Individuals,,94,127,93,355,,2312
9/30/19,Bronx,7,Individuals,,110,627,,263,,311
9/30/19,Bronx,8,Individuals,,,,,,,246
9/30/19,Bronx,9,Individuals,,,99,,468,,223
9/30/19,Bronx,10,Individuals,,,,,,,585
9/30/19,Bronx,11,Individuals,,,,,,,
9/30/19,Bronx,12,Individuals,,,107,,,,279
9/30/19,Brooklyn,1,Individuals,,166,657,,,93,
9/30/19,Brooklyn,2,Individuals,,186,375,,,,70
9/30/19,Brooklyn,3,Individuals,,,570,,244,205,665
9/30/19,Brooklyn,4,Individuals,,,403,57,60,174,840
9/30/19,Brooklyn,5,Individuals,,,934,238,,271,854
9/30/19,Brooklyn,6,Individuals,,,99,418,,,
9/30/19,Brooklyn,7,Individuals,,,185,96,,612,13
9/30/19,Brooklyn,8,Individuals,,64,518,89,,,502
9/30/19,Brooklyn,9,Individuals,,,359,,,,440
9/30/19,Brooklyn,10,Individuals,,,,,,,
9/30/19,Brooklyn,11,Individuals,,,,,,,
9/30/19,Brooklyn,12,Individuals,,,85,,,,127
9/30/19,Brooklyn,13,Individuals,,,,,,135,
9/30/19,Brooklyn,14,Individuals,,,,,,,96
9/30/19,Brooklyn,15,Individuals,,,,,,,204
9/30/19,Brooklyn,16,Individuals,,,664,111,,389,2549
9/30/19,Brooklyn,17,Individuals,,,,134,,,882
9/30/19,Brooklyn,18,Individuals,,364,,,,,844
9/30/19,Manhattan,1,Individuals,,,,,,143,
9/30/19,Manhattan,2,Individuals,,,,,,,
